0.9958	0.0042	1
0.0000	1.0000	2
0.6957	0.3043	1
0.9994	0.0006	1
0.0659	0.9341	2
0.0003	0.9997	2
1.0000	0.0000	1
0.9987	0.0013	1
0.9993	0.0007	1
0.1148	0.8852	2
0.9271	0.0729	1
0.0495	0.9505	2
0.4913	0.5087	2
0.9822	0.0178	1
0.0000	1.0000	2
0.9998	0.0002	1
0.0001	0.9999	2
0.2520	0.7480	2
0.0009	0.9991	2
0.0209	0.9791	2
0.9961	0.0039	1
0.8917	0.1083	1
0.1456	0.8544	2
0.5555	0.4445	1
0.0011	0.9989	2
0.4645	0.5355	2
0.0333	0.9667	2
0.9948	0.0052	1
1.0000	0.0000	1
1.0000	0.0000	1
0.9686	0.0314	1
0.1985	0.8015	2
0.9237	0.0763	1
0.4864	0.5136	2
0.5408	0.4592	1
0.0122	0.9878	2
0.0111	0.9889	2
0.9997	0.0003	1
0.9997	0.0003	1
0.1783	0.8217	2
0.0000	1.0000	2
0.0017	0.9983	2
0.2237	0.7763	2
0.9988	0.0012	1
0.9981	0.0019	1
0.0006	0.9994	2
0.5059	0.4941	1
0.0001	0.9999	2
0.0007	0.9993	2
0.2523	0.7477	2
0.9973	0.0027	1
0.0001	0.9999	2
0.5653	0.4347	1
0.3704	0.6296	2
1.0000	0.0000	1
0.0009	0.9991	2
1.0000	0.0000	1
0.8073	0.1927	1
1.0000	0.0000	1
0.9966	0.0034	1
0.9456	0.0544	1
1.0000	0.0000	1
0.1142	0.8858	2
0.9980	0.0020	1
0.0001	0.9999	2
0.0061	0.9939	2
1.0000	0.0000	1
0.0763	0.9237	2
0.9997	0.0003	1
0.7886	0.2114	1
0.1452	0.8548	2
0.8694	0.1306	1
0.9988	0.0012	1
0.0013	0.9987	2
0.0000	1.0000	2
1.0000	0.0000	1
0.0000	1.0000	2
0.9993	0.0007	1
0.9998	0.0002	1
0.0000	1.0000	2
0.3553	0.6447	2
0.9916	0.0084	1
0.9315	0.0685	1
0.9848	0.0152	1
0.0000	1.0000	2
1.0000	0.0000	1
0.1536	0.8464	2
0.7114	0.2886	1
0.9864	0.0136	1
0.0046	0.9954	2
0.0065	0.9935	2
0.7439	0.2561	1
1.0000	0.0000	1
0.9261	0.0739	1
0.9930	0.0070	1
1.0000	0.0000	1
1.0000	0.0000	1
0.0001	0.9999	2
0.5150	0.4850	1
0.9999	0.0001	1
0.9998	0.0002	1
0.0000	1.0000	2
0.0006	0.9994	2
0.5975	0.4025	1
0.0038	0.9962	2
0.0038	0.9962	2
0.0029	0.9971	2
0.1673	0.8327	2
0.9117	0.0883	1
0.0409	0.9591	2
1.0000	0.0000	1
0.0002	0.9998	2
0.9972	0.0028	1
0.9960	0.0040	1
0.9958	0.0042	1
0.0001	0.9999	2
0.0002	0.9998	2
0.9998	0.0002	1
1.0000	0.0000	1
0.9968	0.0032	1
0.9995	0.0005	1
1.0000	0.0000	1
0.9999	0.0001	1
0.0001	0.9999	2
0.0000	1.0000	2
0.9987	0.0013	1
0.7404	0.2596	1
0.9999	0.0001	1
0.9512	0.0488	1
0.9970	0.0030	1
0.0013	0.9987	2
0.9825	0.0175	1
0.0027	0.9973	2
0.0010	0.9990	2
0.5978	0.4022	1
1.0000	0.0000	1
0.1511	0.8489	2
0.9856	0.0144	1
1.0000	0.0000	1
0.5044	0.4956	1
0.0000	1.0000	2
0.9999	0.0001	1
0.0000	1.0000	2
0.9999	0.0001	1
0.0001	0.9999	2
0.8470	0.1530	1
0.0330	0.9670	2
0.9206	0.0794	1
0.0000	1.0000	2
0.9875	0.0125	1
0.9999	0.0001	1
0.0000	1.0000	2
0.1336	0.8664	2
0.7799	0.2201	1
0.3629	0.6371	2
0.9955	0.0045	1
0.0776	0.9224	2
0.9989	0.0011	1
0.0005	0.9995	2
0.7076	0.2924	1
0.4077	0.5923	2
0.0046	0.9954	2
1.0000	0.0000	1
0.6314	0.3686	1
0.9981	0.0019	1
0.0467	0.9533	2
1.0000	0.0000	1
0.0000	1.0000	2
0.0118	0.9882	2
0.0000	1.0000	2
0.0000	1.0000	2
0.9941	0.0059	1
0.0001	0.9999	2
0.0003	0.9997	2
1.0000	0.0000	1
0.4505	0.5495	2
0.0000	1.0000	2
0.0085	0.9915	2
0.0026	0.9974	2
1.0000	0.0000	1
1.0000	0.0000	1
0.1941	0.8059	2
0.9656	0.0344	1
0.6462	0.3538	1
0.0003	0.9997	2
0.0012	0.9988	2
0.4636	0.5364	2
0.0000	1.0000	2
0.3542	0.6458	2
0.0001	0.9999	2
0.4476	0.5524	2
0.4680	0.5320	2
0.0011	0.9989	2
0.0001	0.9999	2
0.0003	0.9997	2
0.9999	0.0001	1
0.1923	0.8077	2
0.9998	0.0002	1
1.0000	0.0000	1
1.0000	0.0000	1
1.0000	0.0000	1
0.9946	0.0054	1
0.0642	0.9358	2
1.0000	0.0000	1
0.8078	0.1922	1
0.9998	0.0002	1
0.9976	0.0024	1
0.9100	0.0900	1
0.0050	0.9950	2
0.9998	0.0002	1
0.0082	0.9918	2
1.0000	0.0000	1
0.0000	1.0000	2
0.9840	0.0160	1
0.9978	0.0022	1
0.9973	0.0027	1
0.9947	0.0053	1
0.0115	0.9885	2
0.0000	1.0000	2
0.9779	0.0221	1
0.0002	0.9998	2
0.9171	0.0829	1
0.4338	0.5662	2
0.9711	0.0289	1
0.9999	0.0001	1
1.0000	0.0000	1
0.9995	0.0005	1
0.0056	0.9944	2
0.9739	0.0261	1
1.0000	0.0000	1
0.1950	0.8050	2
1.0000	0.0000	1
0.9994	0.0006	1
0.8317	0.1683	1
0.0005	0.9995	2
0.9978	0.0022	1
0.9375	0.0625	1
0.9993	0.0007	1
1.0000	0.0000	1
0.2562	0.7438	2
1.0000	0.0000	1
0.9994	0.0006	1
0.9974	0.0026	1
1.0000	0.0000	1
0.3029	0.6971	2
0.0234	0.9766	2
0.9995	0.0005	1
0.9652	0.0348	1
0.8560	0.1440	1
0.9994	0.0006	1
1.0000	0.0000	1
0.6775	0.3225	1
0.0004	0.9996	2
0.0069	0.9931	2
0.0028	0.9972	2
0.0020	0.9980	2
0.9960	0.0040	1
0.9988	0.0012	1
0.9109	0.0891	1
0.0000	1.0000	2
0.0001	0.9999	2
0.9844	0.0156	1
0.0167	0.9833	2
0.0000	1.0000	2
0.3455	0.6545	2
0.9704	0.0296	1
1.0000	0.0000	1
0.8823	0.1177	1
0.9563	0.0437	1
0.0000	1.0000	2
0.9989	0.0011	1
0.9998	0.0002	1
0.0000	1.0000	2
1.0000	0.0000	1
0.9915	0.0085	1
0.0886	0.9114	2
0.9953	0.0047	1
0.1478	0.8522	2
0.0109	0.9891	2
0.9999	0.0001	1
0.0000	1.0000	2
1.0000	0.0000	1
0.7536	0.2464	1
0.6933	0.3067	1
1.0000	0.0000	1
0.0544	0.9456	2
0.9995	0.0005	1
1.0000	0.0000	1
0.0191	0.9809	2
1.0000	0.0000	1
0.9997	0.0003	1
0.0000	1.0000	2
0.0001	0.9999	2
1.0000	0.0000	1
0.0095	0.9905	2
0.0043	0.9957	2
0.0000	1.0000	2
0.9986	0.0014	1
0.0001	0.9999	2
0.9993	0.0007	1
0.1250	0.8750	2
0.0030	0.9970	2
0.4988	0.5012	2
0.0001	0.9999	2
0.9999	0.0001	1
0.3127	0.6873	2
0.6947	0.3053	1
0.9999	0.0001	1
0.5137	0.4863	1
0.7479	0.2521	1
0.9796	0.0204	1
0.9856	0.0144	1
1.0000	0.0000	1
0.0000	1.0000	2
0.0000	1.0000	2
0.2141	0.7859	2
0.1714	0.8286	2
